	I213_B_31	I213_B_32	I213_B_33	I213_B_41	I213_B_42	I213_B_43	I213_B_51	I213_B_52	I213_B_53	I213_C_31	I213_C_32	I213_C_33	I213_C_41	I213_C_42	I213_C_43	I213_C_51	I213_C_52	I213_C_53
STN4L_01658	61493	52441	54000	74964	59079	48187	65617	56947	57761	71795	48015	63686	67264	59112	65049	44949	52429	37806
STN4L_01659	729	731	710	568	632	570	160	184	151	803	880	904	617	920	631	109	193	138
STN4L_01660	3770	3526	4173	3091	3930	3739	884	868	812	5039	4633	4796	2985	4739	3822	571	753	581
STN4L_01682	0	4	2	3	6	0	12	3	2	2	7	0	2	1	1	3	5	3
STN4L_01683	8	10	14	5	11	10	13	8	13	6	5	10	6	7	15	30	8	8
STN4L_01684	34	24	40	41	31	40	37	45	44	32	24	36	36	48	41	55	34	36
STN4L_01685	1	0	3	2	2	2	2	4	0	1	0	0	0	1	2	0	0	0
STN4L_01686	46	43	34	62	52	50	61	35	48	45	36	35	49	69	38	55	53	48
STN4L_01687	0	4	0	3	4	3	1	4	3	4	6	11	6	2	7	1	1	1
STN4L_01688	7	7	7	11	12	13	4	4	10	8	8	13	11	17	10	3	8	3
STN4L_01689	36	56	10	11	51	29	14	26	26	39	20	24	42	51	41	18	18	10
STN4L_01690	28	34	23	16	28	17	22	31	25	37	19	47	57	45	44	14	28	23
STN4L_01691	106680	99310	95832	96802	85533	68275	41585	36038	33553	143731	104592	129847	89210	79076	75715	24935	27312	23164
STN4L_01692	14404	17168	16961	15843	12382	12397	8037	6603	6397	22365	18568	22548	14751	13043	10962	4355	4550	4096
STN4L_01693	12229	12752	11946	16040	12132	12259	11262	8802	8196	15686	11686	14798	13500	12227	10572	6167	6654	5128
STN4L_01694	51764	47720	47179	64770	50317	49492	64291	49945	55759	53166	42896	49759	51298	52648	45447	48287	45310	36968
STN4L_01695	1840	1684	1899	2345	1620	1978	2920	1934	2164	2257	1874	1948	1833	2138	1640	1546	1641	973
STN4L_01696	18435	16501	18816	24834	18527	19135	24411	16985	18944	22296	18502	18688	18830	21663	18286	16723	16378	13193
STN4L_01697	26069	25133	28801	32683	28973	27131	34962	23789	25988	31632	29108	28398	28184	29654	26022	23276	22783	16391
STN4L_01698	12565	11156	10410	13464	11383	10080	14558	11111	11206	17318	13495	16544	11467	11095	10462	7690	7654	5434
STN4L_01699	1669	1490	1606	2393	1995	1756	2620	1923	1741	2621	1886	2323	1940	2180	1816	1151	1462	692
STN4L_01700	16703	15338	16041	16640	13719	12131	12790	10213	10017	16520	13349	14426	12315	13964	11920	6084	7925	4890
STN4L_01701	111	122	127	67	78	83	32	34	53	129	106	114	69	67	52	28	36	35
STN4L_01702	7	3	11	7	7	7	18	10	12	14	7	5	13	17	17	17	9	10
STN4L_01703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01705	9	2	5	11	4	2	8	3	3	3	2	1	9	7	4	8	3	5
STN4L_01706	10473	8783	9470	9872	8451	7153	7195	5802	6468	11552	9152	10774	7886	8325	7465	5338	5059	5005
STN4L_01707	10768	9420	9677	11963	9489	8239	6958	5710	5847	11156	9102	10782	9086	9529	8832	5962	6055	4874
STN4L_01708	1253	1110	1309	1747	1453	1304	1263	953	1021	1608	1404	1404	1475	1831	1840	1079	1139	883
STN4L_01709	40745	31061	32053	31330	24347	22786	12446	11308	11217	33871	23659	29372	27589	28374	23706	10758	12216	9877
STN4L_01710	27501	21368	18392	19081	15035	14943	8647	7540	7931	25001	16716	21311	16117	16899	13829	5729	6473	5825
STN4L_01711	1501	1331	1661	1642	1453	1613	868	631	870	2480	2154	2336	1305	1776	1678	667	722	838
STN4L_01712	1206	1008	1297	1105	894	1010	559	467	641	1602	1492	1550	1015	1184	1066	528	501	530
STN4L_01716	12235	11191	12614	16844	12739	11372	16366	11669	12907	18791	14767	18014	15649	13308	12708	10467	9736	7776
STN4L_01717	40518	32051	29143	41187	30756	28684	43955	34668	41819	32730	25205	28115	29371	31988	26858	30469	32061	25618
STN4L_01718	7627	6298	6153	8965	6542	6301	9509	7640	8427	7420	5714	5551	6993	7868	6940	6087	6414	4987
STN4L_01719	8344	6310	6300	5563	4885	4494	2271	2143	2276	8875	6625	7517	3738	4859	4027	1358	1849	1414
STN4L_01720	48497	42398	32265	27347	21474	18612	12236	10383	10518	29484	24260	26899	18009	19473	16906	6391	7162	6487
STN4L_01721	7691	8694	9069	10738	8938	6951	5449	4441	4214	12243	9529	12677	10048	8519	7182	3588	3959	3028
STN4L_01722	4164	5149	6662	6957	6184	4804	4156	3053	2817	9151	8815	10348	6562	5576	4723	1914	2204	1511
STN4L_01723	5711	6112	7652	6836	5534	5061	3185	2713	2196	8685	7435	8382	6102	6013	4694	1439	1917	1470
STN4L_01724	7876	7451	8953	9158	7285	6529	4136	4000	3215	12620	10529	12110	8782	7685	7113	2074	3122	2253
STN4L_01725	11774	8556	11357	14146	11414	11112	10846	8353	8613	13428	10488	10763	12299	14041	13912	7735	9409	6246
STN4L_01726	7430	6875	7435	8326	6907	6605	5986	5036	4760	8602	7357	8196	6738	7411	6451	3376	4237	3212
STN4L_01727	9739	9001	9553	10633	8345	7884	7080	6046	5886	10655	8706	10995	8259	8835	7586	4136	4780	3771
STN4L_01728	4165	3981	4318	4623	3812	3125	2387	2081	1937	5691	4788	5698	3775	3599	3384	1327	1600	1237
STN4L_01729	6965	6619	7196	7635	6893	6159	3884	3364	3468	11689	9029	12642	6546	6415	5228	2166	2707	2194
STN4L_01730	21380	19432	20346	28387	29070	22648	35786	30769	38018	24036	17532	27187	31142	28109	31499	31254	35690	28495
STN4L_01731	15	13	25	28	18	16	31	24	30	29	39	31	22	33	29	24	23	19
STN4L_01732	434	411	449	498	588	499	507	519	615	693	560	773	637	626	655	481	581	475
STN4L_01733	1841	1665	1871	2550	1980	1849	3650	2578	3311	2613	1982	2245	2244	2097	2068	2658	2495	2205
STN4L_01734	9954	10766	8950	9210	8462	6416	2521	2251	2307	20367	14030	18790	9268	7945	6673	1878	1829	2043
STN4L_01735	14129	13327	12743	13651	12113	9601	5149	4666	4555	22821	17312	21175	13417	12331	9944	3821	4566	3463
STN4L_01736	30963	32312	31879	32846	25358	21653	15718	12628	14673	38171	32100	40839	30686	27454	21125	12480	13249	11154
STN4L_01737	9820	7974	9212	10681	8127	7506	8648	6366	7562	14161	10969	12410	9835	9769	9000	7061	7096	5019
STN4L_01738	12412	10710	10306	11769	10096	9290	8344	6613	7812	14683	10766	13415	9905	10559	9366	6507	6588	5874
STN4L_01739	687	549	827	722	498	495	681	515	554	1037	817	803	653	631	650	394	340	376
STN4L_01740	8558	7349	7139	6695	6813	5086	2130	2106	1936	15551	8840	15464	7243	6451	6721	1253	1670	1211
STN4L_01741	31	32	57	63	31	46	98	65	62	48	50	37	71	58	54	83	82	42
STN4L_01742	144	96	138	122	101	65	64	52	85	301	226	281	155	110	112	34	38	33
STN4L_01743	2711	2043	2658	3790	2951	3168	5283	3437	4055	2575	1885	2061	2975	3518	3532	4075	4449	3411
STN4L_01744	2974	2319	2614	3910	2684	2424	2001	1512	1400	3410	2663	2773	3257	3030	2651	1258	1089	1062
STN4L_01745	61	73	78	49	71	57	75	49	71	86	81	101	44	88	51	66	62	73
STN4L_01746	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
STN4L_01747	11027	13012	17321	11498	11102	8654	6071	4360	4467	20908	21080	21658	12332	10950	9734	3131	3683	3061
STN4L_01748	1	3	1	0	0	0	2	0	1	0	0	4	0	1	2	0	1	1
STN4L_01749	3	3	4	1	0	4	0	1	1	10	4	5	0	1	1	4	0	2
STN4L_01750	71	60	71	74	46	56	53	36	67	68	49	69	68	85	70	62	50	54
STN4L_01751	48	30	33	43	38	33	19	14	32	44	23	42	35	29	36	18	23	17
STN4L_01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01755	271	341	309	212	328	186	113	95	99	584	437	588	278	225	233	81	74	105
STN4L_01756	243	301	408	268	324	222	118	89	112	672	574	571	300	293	296	91	96	102
STN4L_01757	41	39	68	31	44	40	33	20	20	139	49	92	45	51	33	14	14	11
STN4L_01758	355	327	304	324	347	255	106	103	90	475	383	505	252	333	265	108	143	134
STN4L_01759	75	78	90	66	79	75	29	38	34	132	144	148	77	77	76	28	41	31
STN4L_01760	517	423	495	343	499	398	162	142	168	631	476	718	297	480	407	208	203	195
STN4L_01761	51	33	37	33	27	34	21	12	24	60	47	61	15	45	30	9	14	9
STN4L_01762	212	100	161	211	157	162	289	216	336	161	133	156	170	205	181	343	250	218
STN4L_01763	87669	60773	74265	152029	99566	126970	341502	224794	344327	81976	47048	51040	122704	117184	108341	251592	201029	162794
STN4L_01764	432645	305271	396278	863857	620414	645100	1659887	957754	1407759	453889	268304	328183	819254	708629	692054	1548991	1210401	1324339
STN4L_01765	87889	65213	70521	163608	123821	144360	326074	246951	344117	89379	52017	77539	112303	119736	96539	207068	186178	197820
STN4L_01766	89285	70542	78513	169479	118136	125208	335818	205659	284936	90084	55532	64465	154500	133738	134454	283951	221324	266394
STN4L_01767	32975	22161	19442	49664	29779	34491	92151	59105	91050	24659	13773	18478	39281	37087	35195	74496	55625	66616
STN4L_01768	3	9	6	11	8	8	11	15	11	10	12	12	11	9	10	14	8	8
STN4L_01769	0	2	3	2	3	0	2	0	5	2	1	1	1	1	1	0	0	3
STN4L_01770	13	6	12	9	12	9	16	11	13	20	15	15	16	14	10	9	15	12
STN4L_01771	68	71	74	88	104	38	77	74	79	74	92	95	68	72	71	89	80	106
STN4L_01772	589	464	881	1159	910	653	1649	871	1108	783	724	484	1366	1248	1602	2205	1821	1746
STN4L_01773	1295	1027	1374	1863	1462	1412	3089	1922	2601	1408	1324	1333	1552	1615	1544	2467	2012	2392
STN4L_01774	335	255	308	440	284	347	758	479	678	287	244	287	329	364	360	615	447	561
STN4L_01775	1340	1139	1618	2105	1549	1566	3209	1922	2719	1180	1061	1059	1735	1919	1920	3576	2728	2806
STN4L_01776	946	846	1220	1561	1228	1052	2670	1582	2206	1105	990	888	1466	1485	1717	3005	2311	2751
STN4L_01777	820	624	788	538	420	381	255	225	264	866	791	825	645	616	483	160	191	164
STN4L_01778	30982	24563	38112	30303	27883	22215	10679	8525	9402	50244	38682	42643	25404	31012	25494	8266	10495	7569
STN4L_01779	92	89	115	142	105	92	167	106	115	96	131	96	128	136	121	92	92	66
STN4L_01780	245	215	264	308	220	222	330	226	205	280	206	227	266	285	249	174	195	172
STN4L_01781	584	471	617	885	709	610	644	507	583	614	529	564	682	643	561	510	508	387
STN4L_01782	32292	29950	27783	31193	25762	22263	16888	13867	12506	37727	30089	34585	24660	24042	20262	8819	10874	7893
STN4L_01783	7982	7216	6571	6127	4782	4558	3852	2913	2670	8143	5799	8484	5764	5271	4158	2081	2448	1713
STN4L_01784	29336	23955	21951	25831	19264	17459	17058	13255	12315	27242	21497	24089	18215	20324	17240	8827	10087	6908
STN4L_01785	19536	17035	15038	18453	14154	12226	11719	9143	9046	19521	15680	18086	12383	12810	11427	6269	7348	5675
STN4L_01786	4138	3113	3738	4807	3478	3106	5465	3780	4681	4123	3267	3733	4209	4601	4111	4515	4126	3984
STN4L_01787	7162	7022	5800	7166	5877	5210	7903	5956	8124	7369	4769	5994	5744	5199	4689	8747	6063	7833
STN4L_01788	8748	8329	6048	8524	6887	6372	8180	6184	7968	8143	5163	6361	5915	6101	4801	8714	6698	7812
STN4L_01789	4174	4103	3510	4111	3657	3087	4484	3364	4606	4913	2797	3322	3270	3453	2612	4584	3248	3622
STN4L_01790	26203	21966	17790	27117	19755	17088	26019	19327	25831	30612	16714	16611	20960	19344	16183	29313	22712	24044
STN4L_01791	3384	3059	3344	3373	2645	2390	3152	2437	3190	4059	3484	4029	3229	3024	2554	2978	2771	3077
STN4L_01792	11654	9434	12308	13451	8735	9792	10907	8478	8547	12077	10100	11845	10382	11286	9931	6125	6867	4281
STN4L_01793	29680	27149	28466	32364	25330	23966	22125	16193	17137	29574	25403	28828	25899	27308	22220	12990	15133	13369
STN4L_01794	4983	4311	4100	5197	3834	3446	3981	2822	2979	4192	4049	4087	4008	3983	3675	2205	2320	2368
STN4L_01795	2860	2193	2490	2619	2090	1608	1247	991	1004	3302	2930	3109	2122	2117	2067	800	830	974
STN4L_01796	7298	6135	5973	9237	6978	6944	10644	7616	10969	6777	5054	5967	6694	7313	7160	9293	8375	9169
STN4L_01798	93	69	69	138	138	116	195	120	176	114	64	100	107	128	123	142	127	156
STN4L_01799	7	3	7	16	10	4	18	5	12	8	0	7	5	19	6	14	18	13
STN4L_01800	18	15	15	25	29	24	38	21	35	25	20	21	26	20	33	38	12	39
STN4L_01801	1	3	2	2	3	5	2	2	2	7	1	5	0	6	3	7	3	4
STN4L_01802	2937	3092	3772	4084	3744	3632	3329	2805	2750	2604	2885	3220	3035	5030	4434	2527	2568	3520
STN4L_01803	2228	2077	1802	1829	1771	1851	1391	1592	1940	2552	1826	2251	1332	1537	1239	676	925	722
STN4L_01804	1870	2137	2396	2383	2355	2196	1888	1815	2014	3184	2954	3319	1734	1886	1541	702	974	803
STN4L_01805	220	248	395	380	330	283	259	264	324	474	558	490	320	267	268	92	160	117
STN4L_01806	67	49	74	110	72	58	76	90	111	106	95	82	73	68	76	39	58	37
STN4L_01807	3069	2862	3658	3384	2755	2413	3770	2574	2831	3811	3542	3688	2826	2946	2777	2245	2300	1965
STN4L_01808	20	7	21	21	17	14	36	17	25	37	16	18	15	27	23	21	18	7
STN4L_01809	1486	1354	1846	1633	1442	1247	1550	1144	1449	2155	2008	2049	1493	1501	1445	1243	1148	1225
STN4L_01810	1083	982	1418	1487	1095	1047	1406	1017	1109	1416	1410	1410	1256	1352	1305	1058	899	1060
STN4L_01811	8218	7531	8799	9646	8538	8914	12691	9280	12679	8567	7553	8568	6671	8466	7712	10254	7906	10382
STN4L_01812	59	26	91	91	32	52	115	81	118	98	92	55	62	89	85	84	79	80
STN4L_01813	21	23	25	43	38	32	50	40	63	33	28	28	38	37	43	50	41	45
STN4L_01814	98	92	85	134	101	93	156	109	107	101	112	114	125	118	111	113	109	140
STN4L_01815	47526	36058	36820	40215	30478	29050	26846	21568	23595	47499	36681	42080	32465	38987	31595	20022	21850	15688
STN4L_01816	7592	7262	6665	8641	7696	7829	9332	6221	7792	6768	5237	7142	5864	7712	6066	7823	7524	6294
STN4L_01817	5656	5347	4485	5237	4453	4072	6042	4101	4977	4490	3718	4552	3855	4182	3522	4567	3921	3617
STN4L_01818	15750	14202	12454	15055	11971	11256	15547	11909	13947	14858	12039	14342	11893	12105	10106	10393	9752	8734
STN4L_01819	24303	19334	21673	27891	22707	21597	26158	19901	22619	23751	19324	19248	22695	24099	22310	17946	17075	14319
STN4L_01820	30779	27300	24447	19527	16612	13605	3906	4278	3831	34123	24636	30982	17098	20226	16508	3084	3841	3913
STN4L_01821	72691	57420	67154	52096	39756	36928	13458	11598	11156	89667	73710	86230	44953	54861	47996	10035	11706	12090
STN4L_01822	29433	23185	25074	20166	15938	14123	5571	5350	5148	33727	29165	30783	16089	19551	16760	3691	4570	4820
STN4L_01823	11254	8282	10454	8366	6130	5608	2501	2293	2253	14985	14784	14249	7167	8400	7993	1676	2080	2227
STN4L_01824	56698	44584	44536	37882	31171	29655	10274	9831	9710	61798	49097	56670	31569	39776	33284	7951	9232	9290
STN4L_01825	45455	38085	42886	37890	34060	30472	10305	8220	8039	57409	50559	57511	33568	40842	36381	8810	10167	9165
STN4L_01826	41335	31540	34157	29064	24016	21886	8487	7954	7934	47447	40380	39790	27863	31785	30310	7749	8512	8860
STN4L_01827	68239	53322	52759	46580	37848	38178	15028	14023	14353	78333	62432	67543	36772	46793	38004	10543	11943	12434
STN4L_01828	81247	67518	79819	68012	60479	57112	21942	18938	18752	115898	102920	108123	55407	72363	58622	15650	18742	18196
STN4L_01829	65878	52573	58114	46936	35163	40590	11437	9746	9284	53320	36922	59874	33376	50547	37984	10936	12345	8837
STN4L_01830	39807	30635	31554	25785	20209	19554	7657	7074	7116	39514	31221	36516	20485	26379	20127	5914	6959	6762
STN4L_01831	41539	32596	33088	30032	23495	22554	8951	8409	8034	45635	38974	42412	24218	31294	24829	7183	8507	8383
STN4L_01832	70586	54176	64738	53500	41041	43858	19957	16745	17865	98103	81804	92945	44223	59982	45733	13662	15840	15026
STN4L_01833	33567	27409	28594	25942	19256	18306	9356	8264	7983	41215	37967	36556	20384	24625	21231	6004	7146	7429
STN4L_01834	15862	12492	14039	12894	9760	9612	4588	4652	4291	21869	21058	19474	10453	12604	10848	3032	3714	4031
STN4L_01835	46501	37017	43707	37422	27458	26858	14045	11404	11568	63860	50391	54689	29994	37465	31473	9590	11411	12066
STN4L_01836	73293	57955	66453	57295	45490	41828	18964	16728	17205	85977	74723	75212	49631	58649	52050	16106	18798	18095
STN4L_01837	77279	61178	62417	56437	43219	40460	17216	15733	15140	81067	68953	78296	42797	54504	44745	13743	16915	14140
STN4L_01838	40618	33333	29911	29797	23810	21723	9602	8487	8562	47366	38567	41261	21650	27620	21238	6646	7733	7830
STN4L_01839	51124	43259	50263	41897	37200	33362	12415	10988	10804	66254	52988	67566	35258	41357	34917	9341	11546	10357
STN4L_01840	28886	22109	23012	20350	14774	13404	6558	6420	6516	31379	26512	28515	15327	18374	14771	4250	5410	4738
STN4L_01841	69092	57287	66232	60225	49128	46127	20970	21615	19348	98046	90656	86826	47898	56860	47042	12453	17378	14583
STN4L_01842	21173	16270	19272	22140	17284	15925	5265	5026	3890	29094	23507	26029	17209	18517	15130	3029	3860	3127
STN4L_01843	37078	30992	37227	32133	27680	25893	11424	9329	9617	73081	60609	63203	35315	38092	37884	7270	8439	7860
STN4L_01844	4166	3115	4393	3741	2631	2888	1428	1145	1332	8701	6770	7000	3593	4178	3860	648	887	692
STN4L_01845	31624	27428	25699	21663	19341	17129	5871	5392	5153	48251	36360	42562	21640	23974	20706	3648	4589	4103
STN4L_01846	18251	17440	13216	10502	11061	8966	2809	2955	2637	22785	15153	17889	10771	11801	9239	1607	1917	1809
STN4L_01847	136018	122054	131334	96638	92350	81611	24320	21867	20259	196851	151709	189479	98359	116341	99966	16600	22654	14475
STN4L_01848	11045	8903	10929	7819	6700	5874	2355	2231	2060	15582	12516	14417	8165	8639	7945	1341	1801	1546
STN4L_01849	12	21	31	34	31	35	66	45	83	20	14	13	39	38	24	79	50	95
STN4L_01850	75	53	70	90	75	86	147	106	199	37	30	44	48	77	80	191	161	179
STN4L_01851	12	3	16	16	19	20	42	32	101	17	15	8	11	25	16	46	42	53
STN4L_01852	0	0	0	0	0	1	1	2	1	0	0	0	2	1	0	0	0	0
STN4L_01853	2	8	4	6	2	5	9	2	2	5	5	4	5	14	7	1	2	3
STN4L_01854	1	2	3	2	9	10	2	6	6	14	4	5	5	3	4	4	5	5
STN4L_01856	478649	373606	348908	457567	376779	328872	292217	244734	285310	457255	319477	343292	286488	326799	269718	200479	201125	241463
STN4L_01857	245	147	130	266	249	237	313	308	383	181	100	165	212	278	203	311	307	278
STN4L_01858	6259	5494	5397	6501	5967	6002	11504	7036	9823	6733	5432	6019	5066	6129	4791	7277	6917	5820
STN4L_01859	1	5	3	1	4	1	8	0	4	4	3	8	9	5	3	4	5	1
STN4L_01860	63	64	57	40	77	58	82	88	92	82	40	97	121	76	55	60	76	28
STN4L_01861	2761	2299	2392	2926	2458	2321	4096	2602	3888	2768	2148	2737	2412	2498	2250	3202	2891	2622
STN4L_01862	18299	13662	21673	19164	14595	16234	33376	21191	36833	15751	11386	12959	15039	19206	16511	39881	26177	38334
STN4L_01863	218	171	250	452	391	359	948	668	1044	367	243	334	442	542	609	1110	707	965
STN4L_01864	244	215	216	342	294	274	527	394	501	223	189	220	219	276	264	479	403	397
STN4L_01865	1205	777	1007	1223	894	949	1521	1240	1464	1625	1287	1264	1085	1081	873	779	787	628
STN4L_01866	2376	2593	2850	2895	2565	2077	1288	1049	1147	5686	5843	5569	2949	2460	2157	567	770	591
STN4L_01867	4046	3432	3148	3419	2770	2544	1701	1495	1626	5358	4271	5184	3191	3327	2748	925	1186	757
STN4L_01868	13	8	11	17	13	23	17	17	28	22	10	18	14	19	17	12	12	21
STN4L_01869	15	10	7	10	15	6	14	10	18	12	11	19	17	18	13	9	9	4
STN4L_01870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01871	3	1	0	0	1	1	1	0	2	2	6	3	2	1	0	1	1	1
STN4L_01872	54	39	43	69	63	61	68	49	58	130	83	88	68	60	51	57	49	46
STN4L_01873	12	9	15	15	7	14	19	4	17	16	7	8	27	12	11	11	9	9
STN4L_01874	7	6	11	11	7	11	11	4	6	14	5	15	6	11	14	6	5	7
STN4L_01875	9	3	7	5	6	7	15	5	7	9	11	7	7	12	7	6	4	6
STN4L_01876	31	32	30	41	33	41	34	27	35	57	27	55	47	42	31	27	29	28
STN4L_01877	55873	46013	44787	35874	31069	27120	10240	10073	8460	56066	41454	48115	30567	32434	28451	5257	7065	5442
STN4L_01879	4	0	0	2	1	0	0	0	3	2	0	0	2	2	1	1	3	0
STN4L_01880	1	0	2	0	0	2	2	0	3	3	1	3	0	0	4	0	3	2
STN4L_01881	30	29	32	31	35	23	52	47	60	37	23	30	26	30	27	41	44	54
STN4L_01882	5	2	3	11	14	6	23	17	13	8	9	15	17	24	25	35	23	28
STN4L_01884	8	5	5	14	16	10	16	10	15	9	8	8	5	13	12	16	11	12
STN4L_01885	10	9	7	6	15	13	24	5	15	19	15	15	9	7	18	25	24	12
STN4L_01886	1	1	1	3	8	2	4	3	2	6	1	2	4	0	2	3	3	2
STN4L_01887	34	19	78	61	27	29	95	49	58	102	86	49	85	79	86	71	72	63
STN4L_01888	50	47	56	50	23	28	96	71	86	60	69	72	57	67	51	88	76	56
STN4L_01889	22753	17734	19125	26072	18904	18722	19629	15370	16960	24808	20264	21703	21435	24065	20506	15102	17017	13113
STN4L_01890	2361	1898	1754	2921	2313	2392	3039	2044	2510	3417	2555	3689	2793	2813	2508	2857	2241	2181
STN4L_01891	23179	24667	23615	22773	19300	15629	12915	9780	9823	26254	23735	24793	18751	17707	15602	7717	8659	7049
STN4L_01892	57149	52787	51660	50929	39609	33866	26535	23525	22293	59437	46363	53590	42946	40157	35948	16570	20788	13306
STN4L_01893	36	18	17	32	53	30	116	76	92	38	36	32	66	47	48	93	79	89
STN4L_01894	1149	953	917	1542	1152	1253	2616	1788	2599	1292	918	1363	1244	1619	1383	3124	2701	2436
STN4L_01895	7983	7103	6527	6403	5511	5243	3524	2957	3259	9257	8016	9664	6211	7183	6437	3032	3393	2745
STN4L_01896	2460	2566	2864	2111	1944	1792	1111	966	1096	3602	3063	3561	2086	2608	2203	932	1114	1010
STN4L_01897	8567	6653	6968	5904	4855	4160	2809	2468	2757	9200	8607	9231	5960	7335	6216	2388	3173	2739
STN4L_01898	18783	18546	18283	14804	14048	11587	3602	3575	2834	24298	17104	22660	13187	12937	11379	1886	2558	1808
STN4L_01899	11981	10691	10081	12172	10314	9548	7538	6399	6887	15293	11593	14187	10734	11716	10021	5660	6392	4709
STN4L_01900	89764	75989	69703	58573	51714	45059	26265	23385	23906	99358	80326	91007	48448	58615	49793	17602	20438	17542
STN4L_01901	93342	76378	69321	58424	47907	44546	31597	27232	29040	93679	74340	79247	44177	57561	46522	21254	23954	21899
STN4L_01902	10449	7200	9148	10750	8404	7401	13216	9027	11522	10708	8832	7473	8955	10349	9663	12253	10478	11143
STN4L_01903	47	22	28	72	53	69	73	77	67	65	41	48	83	96	94	72	75	93
STN4L_01904	9	7	8	15	17	17	30	12	12	15	13	16	21	22	20	18	13	25
STN4L_01905	7	6	8	14	19	13	12	11	10	17	6	11	16	22	27	18	4	16
STN4L_01906	11	15	12	18	9	20	23	15	16	18	15	24	25	19	20	13	14	21
STN4L_01907	5	7	1	2	5	3	10	8	8	8	5	4	2	10	12	4	9	10
STN4L_01908	14	7	6	11	7	7	20	3	16	14	7	8	6	13	13	8	14	10
STN4L_01909	11	13	10	14	17	16	21	13	13	27	12	10	18	26	23	17	21	16
STN4L_01910	6979	6613	6077	6392	5102	4662	4132	3354	3512	9719	7444	9155	5540	5293	4919	2890	2759	2521
STN4L_01911	17871	16543	15491	18540	13920	12560	37485	29753	35318	18376	15383	16539	15595	14698	14383	23743	23781	20340
STN4L_01912	12	16	18	30	13	20	47	27	32	31	36	14	45	37	26	35	40	42
STN4L_01913	35	30	24	46	22	20	57	36	55	31	22	23	30	30	17	22	21	37
STN4L_01914	109	102	111	130	114	108	165	112	158	111	74	104	101	97	98	166	133	153
STN4L_01915	146	99	101	138	140	102	142	97	150	108	97	111	130	136	111	154	111	165
STN4L_01916	24557	17761	19168	22143	18691	18671	13636	12233	14392	30640	23448	25274	17619	23616	21063	10494	11660	10933
